loan_amount,rate_of_interest,Upfront_charges,term,property_value,Credit_Score,income,open_credit,Neg_ammortization,interest_only,lump_sum_payment,age,Region,business_or_commercial,occupancy_type,Secured_by,Status
506500,3.5,11298.0,360.0,628000.0,726,10500.0,0,0,0,0,2,0,0,0,0,0
236500,4.75,1964.91,360.0,268000.0,772,7800.0,0,1,0,0,2,1,1,0,0,0
226500,3.99,2596.45,360.0,238000.0,634,3360.0,0,0,0,0,1,0,0,0,0,1
256500,3.99,6920.0,360.0,318000.0,660,3780.0,0,0,0,0,4,1,0,0,0,0
436500,3.625,0.0,360.0,588000.0,689,16380.0,0,0,0,0,3,1,0,1,0,0
106500,4.625,2256.64,240.0,178000.0,501,2280.0,0,0,0,0,5,1,0,0,0,0
106500,3.99,2596.45,360.0,418000.0,854,1920.0,0,0,0,0,5,2,1,0,0,1
426500,3.625,0.0,360.0,1008000.0,630,7020.0,0,0,0,0,3,0,0,0,0,0
346500,3.99,9096.88,360.0,468000.0,654,4320.0,0,0,0,0,6,1,0,0,0,0
276500,3.25,9404.23,360.0,278000.0,595,3240.0,0,0,1,0,1,0,1,0,0,0
176500,3.99,2596.45,180.0,418000.0,541,6060.0,0,0,0,0,2,1,0,0,0,1
286500,3.625,2057.85,360.0,328000.0,540,4080.0,0,0,0,0,1,1,0,0,0,0
256500,3.99,2596.45,180.0,418000.0,671,8280.0,0,0,1,0,3,0,0,0,0,1
216500,3.25,6388.31,360.0,388000.0,563,5820.0,0,0,1,0,4,1,0,0,0,0
356500,3.99,2596.45,360.0,418000.0,637,7140.0,0,1,0,0,3,1,0,0,0,1
646500,3.99,2596.45,300.0,628000.0,667,5760.0,0,0,0,0,4,0,0,0,0,1
616500,4.625,14975.0,360.0,808000.0,545,8160.0,0,0,0,0,3,0,0,0,0,0
226500,4.0,628.45,360.0,448000.0,748,6780.0,0,0,0,0,2,1,0,0,0,0
156500,4.125,2596.45,180.0,218000.0,854,11160.0,0,0,0,0,3,0,0,2,0,0
316500,3.5,11093.75,180.0,478000.0,638,6540.0,0,0,0,0,4,0,0,0,0,0
506500,3.625,0.0,360.0,708000.0,724,5760.0,0,0,0,0,4,1,1,0,0,0
456500,4.625,1045.0,360.0,518000.0,584,7740.0,0,0,0,0,1,1,0,0,0,0
186500,4.375,1609.5,360.0,218000.0,846,3900.0,0,0,0,0,4,1,1,0,0,0
436500,3.99,263.7,360.0,638000.0,611,10020.0,0,0,0,0,2,0,0,0,0,0
406500,4.375,0.0,360.0,588000.0,545,14880.0,0,0,0,0,3,1,0,0,0,0
526500,4.75,7000.0,360.0,668000.0,725,11040.0,0,0,0,0,3,0,0,0,0,0
456500,3.625,139.05,360.0,668000.0,780,4620.0,0,0,1,0,3,1,0,0,0,0
96500,4.5,2596.45,360.0,708000.0,845,6300.0,1,0,1,0,4,1,0,0,0,0
826500,3.99,2596.45,360.0,418000.0,756,13860.0,0,0,0,0,2,1,0,0,0,1
446500,3.99,3488.0,360.0,1728000.0,787,4980.0,0,0,0,0,6,2,0,0,0,0
456500,3.625,185.08,360.0,958000.0,738,5280.0,0,0,0,0,6,1,0,0,0,0
56500,4.99,748.65,360.0,78000.0,782,2520.0,0,1,0,0,4,1,0,0,0,0
246500,3.99,2596.45,360.0,288000.0,888,4680.0,0,1,0,0,3,0,0,0,0,1
266500,3.5,5870.0,180.0,338000.0,755,7500.0,0,0,0,0,4,1,0,0,0,0
486500,4.5,0.0,360.0,518000.0,782,14160.0,0,0,0,0,5,2,0,0,0,0
136500,2.875,3882.5,180.0,228000.0,875,2220.0,0,0,0,0,4,1,0,0,0,0
486500,4.75,0.0,360.0,518000.0,529,8700.0,0,0,0,0,1,0,0,0,0,0
516500,3.875,0.0,360.0,578000.0,726,11160.0,0,0,0,0,1,1,0,0,0,0
116500,3.75,1868.75,360.0,198000.0,590,2880.0,0,0,0,0,4,1,0,0,0,0
96500,3.99,2596.45,360.0,108000.0,859,1680.0,0,0,0,0,2,1,0,0,0,1
196500,3.625,6291.17,360.0,268000.0,646,3780.0,0,0,0,0,2,0,0,0,0,0
626500,3.75,0.0,360.0,918000.0,804,14580.0,0,0,0,0,3,0,0,0,0,0
356500,3.99,889.63,180.0,548000.0,749,7740.0,0,0,0,0,2,0,0,0,0,0
506500,4.75,0.0,360.0,628000.0,832,11700.0,0,0,0,0,3,0,0,0,0,0
516500,3.625,8354.52,360.0,648000.0,623,6360.0,0,0,0,0,2,1,0,0,0,0
646500,3.5,0.0,360.0,688000.0,837,5760.0,0,0,0,1,2,1,1,0,0,0
156500,3.99,2596.45,360.0,418000.0,550,3600.0,0,1,0,0,1,1,0,0,0,1
376500,4.375,0.0,360.0,428000.0,671,5220.0,0,1,0,0,5,2,0,0,0,0
706500,3.99,2596.45,360.0,1128000.0,885,8100.0,0,0,0,0,5,1,0,0,0,1
156500,3.5,4625.0,180.0,228000.0,685,2820.0,0,0,0,0,2,0,0,0,0,0
156500,3.99,2596.45,360.0,188000.0,512,2760.0,0,0,0,0,6,1,0,0,0,1
636500,4.375,5100.0,360.0,868000.0,828,7380.0,0,1,0,0,3,0,0,0,0,0
486500,3.49,0.0,360.0,568000.0,590,5760.0,0,0,0,0,3,0,0,0,0,0
366500,3.99,2596.45,360.0,438000.0,674,6300.0,0,0,0,0,2,0,0,0,0,1
316500,3.875,2892.5,360.0,358000.0,724,3540.0,0,0,0,0,3,1,0,0,0,0
106500,4.75,3254.88,360.0,188000.0,574,1320.0,0,0,0,0,4,1,0,0,0,0
196500,4.375,3876.25,360.0,248000.0,506,7140.0,0,0,0,0,4,1,0,0,0,0
336500,3.875,2800.0,360.0,358000.0,801,5220.0,0,0,0,0,3,1,0,0,0,0
126500,3.99,2596.45,360.0,138000.0,821,4920.0,0,0,0,0,2,0,0,0,0,1
376500,4.99,5148.0,360.0,508000.0,798,21480.0,0,0,0,0,3,0,0,2,0,0
556500,3.875,6918.75,360.0,618000.0,888,4920.0,0,0,0,0,6,1,0,0,0,0
726500,4.875,1600.0,360.0,808000.0,750,7740.0,0,0,0,0,2,1,0,0,0,0
176500,3.75,5730.63,180.0,298000.0,801,5400.0,0,0,0,0,6,0,0,1,0,0
106500,4.375,2596.45,360.0,258000.0,611,1500.0,0,0,0,0,6,1,0,0,0,0
116500,3.5,3444.72,360.0,158000.0,788,3060.0,0,0,0,0,5,0,1,0,0,0
516500,4.25,2318.0,360.0,968000.0,846,13620.0,0,0,0,0,2,1,0,0,0,0
206500,3.75,4750.0,240.0,358000.0,640,4560.0,0,0,0,0,3,1,0,0,0,0
216500,3.99,2596.45,360.0,258000.0,604,3600.0,0,1,0,0,6,1,0,0,0,1
146500,3.99,2596.45,360.0,418000.0,722,2400.0,0,0,0,1,4,0,0,0,0,1
816500,3.99,2596.45,360.0,418000.0,617,19800.0,0,1,0,0,3,1,0,0,0,1
436500,3.99,2596.45,360.0,658000.0,819,7380.0,0,0,0,0,2,2,0,0,0,1
326500,3.99,2596.45,360.0,388000.0,530,2100.0,0,0,1,0,5,1,0,0,0,1
66500,4.25,2704.72,360.0,118000.0,523,2280.0,0,0,0,0,5,1,1,0,0,0
616500,3.375,1238.85,360.0,748000.0,878,11100.0,0,0,0,0,1,1,0,0,0,0
906500,3.99,2596.45,360.0,1508000.0,527,18180.0,0,1,0,0,2,1,0,0,0,1
366500,3.375,0.0,360.0,918000.0,790,9120.0,0,0,0,0,3,0,0,0,0,0
196500,3.375,2682.5,120.0,428000.0,838,5580.0,0,0,1,0,4,0,0,0,0,0
366500,4.375,0.0,360.0,518000.0,541,5880.0,0,0,0,0,4,1,0,0,0,0
426500,4.125,0.0,360.0,528000.0,566,4380.0,0,0,0,0,1,0,0,0,0,0
1006500,3.99,2596.45,360.0,1608000.0,668,0.0,0,0,0,0,6,0,0,0,0,1
246500,4.75,68.03,360.0,608000.0,566,6840.0,0,1,0,0,5,0,0,2,0,0
456500,3.99,2596.45,360.0,608000.0,514,15780.0,0,0,0,0,4,0,0,0,0,1
216500,3.99,2596.45,360.0,338000.0,791,9360.0,0,0,0,0,4,1,0,2,0,1
106500,3.99,2596.45,156.0,418000.0,719,3600.0,0,0,0,0,4,1,0,0,0,1
166500,4.25,3762.19,360.0,258000.0,740,3300.0,0,1,0,0,2,1,1,0,0,0
196500,3.99,2596.45,360.0,208000.0,685,5760.0,0,0,1,0,2,0,1,0,0,1
256500,4.25,2202.21,360.0,308000.0,815,2760.0,0,0,0,0,5,0,1,0,0,0
426500,3.99,2596.45,360.0,418000.0,788,7560.0,0,0,0,0,2,1,0,0,0,1
366500,4.75,1646.48,360.0,488000.0,873,5520.0,0,0,0,0,3,0,0,0,0,0
396500,3.99,0.0,360.0,408000.0,893,3960.0,0,0,0,0,4,1,1,0,0,0
256500,4.375,825.0,360.0,288000.0,694,6420.0,0,0,0,0,4,1,0,0,0,0
236500,3.5,5915.0,360.0,308000.0,730,2760.0,0,0,0,0,4,1,0,0,0,0
576500,3.875,2596.45,180.0,2008000.0,551,40020.0,0,0,0,0,3,1,0,0,0,0
346500,3.75,0.0,360.0,358000.0,564,4080.0,0,0,0,0,1,1,0,0,0,0
276500,3.875,1597.38,360.0,608000.0,899,2460.0,0,0,0,0,5,1,0,0,0,0
216500,5.5,5260.0,360.0,278000.0,598,3300.0,0,0,0,0,4,0,0,0,0,0
416500,3.99,2596.45,360.0,538000.0,690,9000.0,0,0,0,0,4,0,0,0,0,1
96500,3.99,943.49,360.0,118000.0,851,2640.0,0,0,0,0,1,1,1,0,0,0
206500,3.99,0.0,360.0,218000.0,861,5760.0,0,0,0,0,1,0,0,0,0,0
236500,3.99,2596.45,360.0,418000.0,649,18540.0,0,0,0,0,4,1,0,0,0,1
466500,3.625,20293.44,360.0,1108000.0,550,8280.0,0,0,0,0,5,0,0,0,0,0
486500,4.75,663.39,240.0,658000.0,616,10560.0,0,0,0,0,3,1,0,0,0,0
426500,3.375,0.0,360.0,558000.0,682,5760.0,0,0,0,0,3,1,1,0,0,0
176500,3.99,2596.45,360.0,198000.0,883,900.0,0,0,0,0,4,1,0,0,0,1
266500,4.5,4880.0,360.0,338000.0,775,8700.0,0,0,0,0,1,1,0,0,0,0
276500,3.99,2596.45,360.0,418000.0,564,9000.0,0,0,0,0,3,0,0,0,0,1
146500,3.99,2596.45,360.0,178000.0,540,7440.0,0,0,0,0,3,1,1,0,0,1
726500,3.625,0.0,360.0,1498000.0,562,15720.0,0,0,0,0,3,0,0,0,0,0
356500,3.375,0.0,360.0,848000.0,834,7560.0,0,0,0,0,4,0,0,0,0,0
206500,5.5,0.0,360.0,2108000.0,599,29340.0,0,0,0,0,4,1,0,0,0,0
206500,4.99,1150.0,360.0,728000.0,844,3900.0,0,1,0,0,6,1,0,0,0,0
226500,3.99,1719.0,360.0,238000.0,843,5940.0,0,0,0,0,2,1,0,0,0,0
416500,4.125,4893.58,360.0,558000.0,515,4920.0,0,0,0,0,4,1,0,0,0,0
46500,4.125,842.47,360.0,58000.0,664,1140.0,0,0,0,0,0,1,1,0,0,0
216500,3.99,2596.45,360.0,258000.0,695,3600.0,0,0,0,0,3,1,1,0,0,1
546500,3.99,2596.45,360.0,418000.0,672,0.0,0,0,0,0,3,0,0,0,0,1
176500,3.0,5466.36,360.0,308000.0,828,4740.0,0,0,0,0,1,0,1,0,0,0
256500,3.75,537.6,360.0,328000.0,724,2340.0,0,0,0,0,5,1,0,0,0,0
416500,3.375,0.0,360.0,438000.0,839,5760.0,0,0,0,0,4,0,1,0,0,0
246500,3.99,2596.45,360.0,418000.0,688,4200.0,0,0,0,0,1,2,0,0,0,1
336500,4.5,2826.22,360.0,358000.0,637,5100.0,0,1,0,0,1,0,0,0,0,0
76500,4.25,407.5,324.0,88000.0,674,5760.0,0,1,0,0,3,0,1,0,0,1
326500,4.5,5150.37,360.0,338000.0,832,4620.0,0,0,0,0,3,0,1,0,0,0
326500,3.5,6937.5,360.0,628000.0,536,40020.0,0,0,0,0,3,1,0,1,0,0
316500,3.99,2300.0,360.0,308000.0,538,3840.0,0,0,1,0,1,1,0,0,0,0
76500,3.99,2596.45,240.0,98000.0,518,1500.0,0,0,0,0,3,1,1,0,0,1
246500,3.99,2596.45,360.0,268000.0,765,5340.0,0,0,0,0,2,1,0,0,0,1
256500,3.125,3800.0,180.0,458000.0,580,6060.0,0,0,0,0,4,0,0,0,0,0
186500,3.99,2596.45,180.0,248000.0,823,5940.0,0,0,1,0,5,0,0,2,0,1
396500,3.99,2596.45,360.0,418000.0,804,4920.0,0,0,0,0,1,1,0,0,0,1
156500,4.99,2497.5,180.0,228000.0,815,3360.0,0,0,0,0,4,2,0,0,0,0
426500,3.625,0.0,360.0,598000.0,565,6060.0,0,1,0,0,3,0,0,0,0,0
126500,3.625,3411.71,240.0,168000.0,888,3600.0,0,0,0,0,5,1,0,0,0,0
246500,3.99,5259.38,360.0,358000.0,899,5460.0,0,0,0,0,5,0,0,0,0,0
236500,3.5,5415.0,360.0,348000.0,675,4560.0,0,0,0,0,6,0,0,0,0,0
446500,3.99,2596.45,360.0,628000.0,704,4800.0,0,0,0,0,2,0,0,0,0,1
226500,3.5,4028.81,360.0,268000.0,874,2640.0,0,0,0,0,3,0,0,0,0,0
146500,3.99,2596.45,360.0,418000.0,688,2040.0,0,0,0,0,5,1,0,0,0,1
256500,4.5,3267.5,360.0,318000.0,732,6000.0,0,0,0,0,3,1,0,0,0,0
146500,3.5,2596.45,360.0,188000.0,624,1860.0,0,0,0,0,6,1,0,0,0,0
706500,3.875,10943.06,360.0,798000.0,532,16020.0,0,0,0,0,3,1,0,0,0,0
86500,5.74,2596.45,360.0,318000.0,589,6600.0,1,0,1,0,4,1,0,0,0,0
326500,3.99,2596.45,360.0,498000.0,818,4260.0,0,1,0,0,1,0,0,0,0,1
516500,3.625,0.0,240.0,988000.0,884,9900.0,0,0,0,0,2,0,0,0,0,0
466500,3.99,2596.45,360.0,768000.0,502,4740.0,0,0,0,0,4,1,1,0,0,1
366500,4.375,1399.42,360.0,618000.0,893,4320.0,0,0,0,0,3,1,0,0,0,0
526500,3.75,1095.0,360.0,748000.0,700,6600.0,0,0,0,0,1,1,0,0,0,0
306500,3.625,4744.93,360.0,328000.0,889,5160.0,0,0,0,0,1,0,0,0,0,0
616500,3.875,2219.75,360.0,668000.0,605,9720.0,0,0,1,0,2,1,0,0,0,0
346500,4.5,300.0,360.0,368000.0,756,7740.0,0,0,0,0,1,0,0,0,0,0
166500,3.99,2426.4,360.0,278000.0,768,4320.0,0,0,0,0,3,0,0,0,0,0
256500,3.99,2596.45,360.0,348000.0,778,6180.0,0,0,0,0,6,1,0,2,0,1
36500,3.99,2596.45,360.0,38000.0,532,2100.0,0,0,0,0,5,0,0,0,0,1
486500,3.25,87.46,180.0,2758000.0,647,25800.0,0,0,0,0,3,0,0,0,0,0
726500,3.99,2596.45,360.0,418000.0,696,11460.0,0,0,0,0,2,0,0,1,0,1
316500,3.99,2596.45,360.0,418000.0,855,2280.0,0,0,0,0,4,0,0,0,0,1
486500,4.0,87.39,360.0,1028000.0,652,15240.0,0,0,0,0,4,1,0,0,0,0
266500,3.125,0.0,360.0,368000.0,679,5760.0,0,0,0,0,5,1,1,0,0,0
576500,3.99,2596.45,360.0,418000.0,872,15600.0,0,0,0,1,2,0,0,0,0,1
266500,3.99,2596.45,300.0,418000.0,723,3000.0,0,1,0,0,6,1,0,0,0,1
156500,3.99,2596.45,360.0,418000.0,723,1620.0,0,0,0,0,5,1,0,0,0,1
576500,5.375,0.0,360.0,728000.0,647,12000.0,0,0,0,0,3,0,0,0,0,0
356500,3.625,0.0,360.0,378000.0,718,10500.0,0,0,0,1,0,1,0,0,0,0
136500,5.25,2715.0,360.0,198000.0,849,1800.0,0,0,0,0,1,0,0,0,0,0
406500,3.99,0.0,360.0,458000.0,538,9360.0,0,0,0,0,3,1,0,0,0,0
166500,3.5,5597.2,360.0,208000.0,842,5700.0,0,0,0,0,5,1,0,1,0,0
426500,3.99,2596.45,360.0,518000.0,797,7560.0,0,0,0,0,2,0,0,0,0,1
226500,4.125,4979.38,360.0,258000.0,524,2820.0,0,0,0,0,4,1,0,0,0,0
396500,3.99,2596.45,360.0,528000.0,504,5940.0,0,1,0,0,2,1,0,0,0,0
106500,4.625,3298.25,360.0,188000.0,733,1740.0,0,0,0,0,5,1,0,0,0,0
396500,3.99,2596.45,360.0,418000.0,603,12600.0,0,1,0,0,4,0,0,2,0,1
446500,3.5,14657.0,360.0,648000.0,876,6000.0,0,0,0,0,4,1,0,0,0,0
326500,3.99,372.75,360.0,348000.0,642,4500.0,0,0,0,0,3,0,0,0,0,0
216500,3.75,780.92,180.0,658000.0,708,7620.0,0,0,0,0,4,1,0,0,0,0
166500,3.625,795.0,360.0,208000.0,676,1980.0,0,0,0,0,1,1,0,0,0,0
476500,4.125,2440.0,360.0,648000.0,602,10500.0,0,0,0,0,4,0,0,0,0,0
326500,3.5,8620.45,360.0,708000.0,702,2640.0,0,0,0,0,4,0,0,0,0,0
286500,3.99,2596.45,360.0,418000.0,761,9900.0,0,1,0,0,3,0,0,0,0,1
386500,4.5,2708.75,360.0,498000.0,549,6300.0,0,0,0,0,4,0,0,0,0,0
206500,4.625,1820.9,360.0,318000.0,591,6000.0,0,0,0,0,5,0,0,0,0,0
476500,4.5,4644.0,360.0,668000.0,886,7260.0,0,0,0,0,5,0,1,0,0,0
56500,3.99,2596.45,360.0,418000.0,737,900.0,0,1,0,0,4,0,1,0,0,1
256500,3.875,2500.0,360.0,368000.0,617,3240.0,0,0,0,0,4,0,0,0,0,0
536500,4.0,1977.8,360.0,588000.0,575,10740.0,0,0,0,0,1,0,0,0,0,0
296500,4.5,643.2,360.0,588000.0,620,3060.0,0,0,0,0,2,1,0,2,0,0
476500,4.25,3682.86,360.0,568000.0,847,7200.0,0,0,0,0,3,0,0,0,0,0
336500,3.99,2596.45,360.0,608000.0,850,10020.0,0,1,0,0,4,0,0,0,0,1
226500,3.99,2596.45,360.0,418000.0,510,4380.0,0,0,0,0,5,2,0,0,0,1
206500,4.125,2003.75,360.0,288000.0,635,7380.0,0,0,0,0,3,1,0,0,0,0
186500,4.375,960.89,360.0,228000.0,736,4380.0,0,0,0,0,1,1,0,0,0,0
86500,4.5,1759.18,360.0,88000.0,748,1920.0,0,0,0,0,4,1,1,0,0,0
206500,4.875,0.0,360.0,218000.0,822,2460.0,0,0,0,0,1,0,1,0,0,0
346500,3.125,3925.0,360.0,578000.0,834,4260.0,0,0,0,0,2,1,0,0,0,0
596500,3.25,0.0,360.0,608000.0,576,5760.0,0,0,0,0,1,1,0,0,0,0
396500,3.75,0.0,360.0,988000.0,566,7320.0,0,0,0,0,4,0,0,0,0,0
396500,4.56,1150.0,360.0,498000.0,638,11400.0,0,0,0,0,2,0,0,0,0,0
76500,4.25,2556.25,180.0,128000.0,761,3060.0,0,0,0,0,4,1,0,1,0,0
106500,4.125,2825.0,360.0,208000.0,718,1320.0,0,0,0,0,5,1,0,0,0,0
406500,5.5,906.0,360.0,678000.0,621,1860.0,0,0,0,0,3,1,0,2,0,0
596500,3.875,447.58,360.0,858000.0,815,14400.0,0,0,1,0,4,1,0,0,0,0
396500,3.5,2180.0,360.0,568000.0,647,9540.0,0,0,0,0,2,0,0,0,0,0
326500,4.375,700.0,180.0,608000.0,693,11580.0,0,1,0,0,4,0,0,2,0,0
256500,3.99,1842.03,360.0,328000.0,538,5100.0,0,0,0,0,2,1,1,0,0,0
316500,4.25,5930.0,360.0,408000.0,685,4860.0,0,0,0,0,2,1,0,0,0,0
206500,4.56,4022.5,360.0,358000.0,738,5160.0,0,0,0,0,1,0,0,0,0,0
316500,3.99,2596.45,360.0,418000.0,706,0.0,0,0,0,0,4,1,0,0,0,1
216500,3.375,4594.12,360.0,238000.0,886,5760.0,0,0,0,0,1,2,0,0,0,0
116500,3.99,2596.45,180.0,418000.0,647,3120.0,0,0,0,0,5,1,0,0,0,1
256500,4.99,7170.25,360.0,348000.0,707,5220.0,0,0,0,0,4,1,0,0,0,0
386500,4.99,5485.0,360.0,488000.0,827,7620.0,0,0,0,0,5,1,0,0,0,0
266500,4.5,6853.5,360.0,328000.0,501,4740.0,0,0,0,0,3,1,0,0,0,0
376500,2.75,1819.09,360.0,368000.0,619,5760.0,0,0,0,0,2,0,0,0,0,0
506500,5.99,2596.45,360.0,1378000.0,672,16440.0,1,0,1,0,5,1,0,0,0,0
266500,3.99,2596.45,360.0,248000.0,609,3360.0,0,1,0,0,4,0,0,0,0,1
186500,3.5,1799.99,360.0,198000.0,528,5760.0,0,0,0,0,6,1,0,0,0,0
316500,3.5,9348.75,360.0,348000.0,535,4560.0,0,0,0,0,3,0,0,0,0,0
186500,4.375,6127.0,360.0,238000.0,573,5340.0,0,0,0,0,2,1,0,0,0,0
366500,3.625,11677.27,360.0,458000.0,506,6360.0,0,0,0,0,2,1,1,0,0,0
306500,3.625,2596.45,360.0,518000.0,800,10620.0,0,0,0,0,4,0,0,0,0,0
186500,3.25,299.68,180.0,288000.0,510,5760.0,0,0,0,0,3,1,0,0,0,0
156500,3.99,2596.45,360.0,418000.0,655,1020.0,0,0,0,0,5,0,0,0,0,1
196500,3.99,2596.45,360.0,188000.0,506,5520.0,0,0,0,1,4,1,0,0,0,1
346500,3.99,2406.25,360.0,578000.0,546,6360.0,0,0,0,0,2,0,0,0,0,0
226500,3.49,0.0,360.0,238000.0,637,5760.0,0,0,0,0,3,1,1,0,0,0
156500,3.99,2596.45,360.0,168000.0,809,3300.0,0,1,0,0,5,1,1,0,0,1
276500,3.875,6466.75,360.0,308000.0,528,10860.0,0,1,0,0,1,0,0,0,0,0
346500,4.625,995.0,360.0,688000.0,639,8040.0,0,0,0,0,2,0,0,2,0,0
456500,2.99,2007.06,360.0,578000.0,505,5760.0,0,0,0,0,3,1,0,0,0,0
246500,3.99,4592.63,240.0,298000.0,825,10080.0,0,0,0,0,2,0,0,0,0,0
176500,4.75,2132.44,360.0,228000.0,680,3720.0,0,0,0,0,5,0,1,0,0,0
196500,4.75,61.05,360.0,608000.0,806,5820.0,0,0,0,0,5,1,0,0,0,0
626500,3.99,2596.45,360.0,418000.0,625,5940.0,0,0,0,0,6,1,0,0,0,1
186500,3.99,0.0,360.0,8000.0,826,5760.0,0,0,0,0,3,1,1,0,0,0
546500,3.49,806.7,360.0,1018000.0,549,15420.0,0,0,0,0,3,2,1,0,0,0
266500,3.99,8674.22,240.0,398000.0,899,4020.0,0,1,0,0,5,0,0,0,0,0
426500,3.125,2939.17,360.0,568000.0,779,5760.0,0,0,0,0,1,0,0,0,0,0
256500,3.625,5656.0,360.0,328000.0,656,2520.0,0,0,0,0,4,0,0,0,0,0
446500,4.125,1340.88,360.0,608000.0,821,17160.0,0,0,0,0,3,0,0,2,0,0
156500,3.875,0.0,360.0,178000.0,533,5760.0,0,0,0,0,3,1,0,0,0,0
186500,4.75,5085.63,360.0,318000.0,635,8040.0,0,0,0,0,2,0,0,2,0,0
266500,3.99,2596.45,180.0,418000.0,627,7680.0,0,0,0,0,2,1,0,0,0,1
336500,3.99,0.0,360.0,378000.0,674,4680.0,0,0,0,0,1,1,0,0,0,0
316500,3.875,10851.51,360.0,578000.0,700,6120.0,0,0,0,0,4,0,0,0,0,0
316500,3.875,6985.0,360.0,358000.0,582,6600.0,0,0,0,0,1,0,0,0,0,0
496500,3.375,10502.16,360.0,598000.0,749,4140.0,0,0,0,0,4,2,0,0,0,0
506500,4.99,649.86,360.0,958000.0,665,3000.0,0,0,0,0,6,1,0,2,0,0
386500,3.625,0.0,360.0,758000.0,613,5640.0,0,0,1,0,4,1,0,0,0,0
226500,3.99,2596.45,360.0,418000.0,879,5460.0,0,0,0,0,5,1,0,0,0,1
126500,5.625,150.0,360.0,168000.0,774,3840.0,0,0,0,0,4,0,0,0,0,0
226500,3.875,5253.13,324.0,308000.0,641,4440.0,0,0,0,0,4,1,0,0,0,0
366500,3.99,2596.45,360.0,378000.0,578,5760.0,0,0,0,0,5,1,0,0,0,1
246500,3.25,2603.6,180.0,328000.0,881,6840.0,0,0,1,0,4,0,0,0,0,0
256500,3.99,3787.31,360.0,458000.0,724,9300.0,0,0,0,0,3,0,0,0,0,0
336500,3.99,5296.18,360.0,558000.0,593,8100.0,0,0,0,0,4,0,0,0,0,0
356500,4.56,1150.0,360.0,738000.0,893,5400.0,0,0,0,0,3,0,0,0,0,0
186500,4.56,795.0,360.0,218000.0,642,9000.0,0,0,0,0,3,1,0,0,0,0
196500,2.875,7361.7,180.0,568000.0,525,12300.0,0,0,0,0,4,1,0,0,0,0
356500,3.99,13374.69,360.0,488000.0,551,8400.0,0,0,0,0,2,0,0,2,0,0
316500,3.875,10104.05,360.0,318000.0,819,4920.0,0,0,0,0,2,0,0,0,0,0
576500,3.125,2678.07,180.0,938000.0,857,10860.0,0,0,0,0,4,1,0,0,0,0
116500,4.5,4337.5,360.0,128000.0,772,5280.0,0,0,0,0,1,1,0,0,0,0
256500,4.99,3196.5,360.0,358000.0,835,3720.0,0,0,0,0,2,1,0,0,0,0
86500,3.625,2866.88,240.0,128000.0,584,1200.0,0,0,0,0,6,2,1,0,0,0
316500,4.49,387.5,360.0,348000.0,885,6000.0,0,0,0,0,3,1,1,0,0,0
176500,4.125,2429.63,360.0,188000.0,853,3780.0,0,0,0,0,4,1,0,0,0,0
146500,3.99,1380.0,180.0,258000.0,735,4800.0,0,0,0,0,3,2,1,0,0,0
376500,3.625,4645.01,180.0,418000.0,769,9300.0,0,0,0,0,4,1,0,0,0,0
126500,4.75,2179.95,360.0,208000.0,698,2340.0,0,0,0,0,4,0,0,0,0,0
536500,3.99,2596.45,360.0,738000.0,720,3120.0,0,0,0,0,3,0,1,0,0,1
226500,3.99,6606.25,360.0,318000.0,857,5280.0,0,0,0,0,6,0,0,0,0,0
696500,3.625,2880.0,360.0,868000.0,897,23700.0,0,0,0,0,3,0,0,0,0,0
216500,3.99,2596.45,360.0,418000.0,800,3720.0,0,0,0,0,5,0,0,0,0,1
486500,3.99,2596.45,360.0,418000.0,822,8940.0,0,0,1,0,1,0,0,0,0,1
486500,3.99,2596.45,360.0,648000.0,802,5220.0,0,1,0,0,3,0,0,0,0,1
636500,3.99,2596.45,360.0,758000.0,665,5760.0,0,0,0,0,1,0,1,0,0,1
596500,3.5,0.0,360.0,688000.0,839,5760.0,0,0,0,0,4,1,0,0,0,0
316500,4.56,2119.05,360.0,368000.0,769,4440.0,0,0,1,0,1,1,0,0,0,0
406500,3.99,2596.45,360.0,808000.0,620,5940.0,0,0,0,1,5,0,0,0,0,1
226500,3.99,2596.45,360.0,418000.0,594,5880.0,0,0,0,0,4,1,0,0,0,1
426500,3.99,2596.45,360.0,418000.0,712,8820.0,0,0,0,0,1,0,0,0,0,1
396500,4.125,0.0,360.0,528000.0,685,7080.0,0,0,0,0,2,0,0,0,0,0
216500,4.75,832.65,360.0,228000.0,688,5280.0,0,0,0,0,2,1,1,0,0,0
546500,4.0,6850.0,360.0,688000.0,734,6060.0,0,0,0,0,5,0,0,0,0,0
316500,3.875,8403.45,360.0,528000.0,869,10500.0,0,0,0,0,5,1,0,0,0,0
226500,3.75,2692.0,360.0,288000.0,688,5100.0,0,0,0,0,1,1,0,0,0,0
366500,3.375,6648.07,360.0,488000.0,561,5400.0,0,0,0,0,4,0,0,0,0,0
626500,3.575,0.0,360.0,898000.0,895,11760.0,0,0,0,0,3,0,0,0,0,0
256500,3.99,2596.45,360.0,628000.0,742,2460.0,0,0,0,0,3,0,0,0,0,1
276500,3.99,2596.45,360.0,348000.0,803,3840.0,0,0,0,0,4,1,0,0,0,1
286500,4.375,2762.5,360.0,328000.0,768,4860.0,0,0,0,0,3,1,1,0,0,0
156500,4.125,2675.0,360.0,268000.0,788,2880.0,0,0,0,0,4,0,0,0,0,0
